,Name,Lyric
10, 小塵埃,"作詞：陳綺貞作曲：陳綺貞他在五點十分醒來他在清晨時候離開透明的玻璃窗沾滿小塵埃我在這裡 比黑暗更深的夜裡張開眼睛 陌生人寄來一封信我在清晨時候醒來帶著他的暗示離開在跌倒的地方勇敢站起來我在這裡 我在你昨天的夢裡一片烏雲 一座神秘的小森林更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 誰來擁抱我 保護我 傷害我 放棄我擁抱我 保護我 帶著我逃到黑暗的盡頭擁抱我 保護我 或是傷害我 放棄我擁抱我 保護我 帶著我逃到黑暗的盡頭 等著他他在午夜時分回來 帶著憂傷的歌把回憶敲開我在這裡 手提著沉重的行李迷失在我和你未完成的旅行你在哪裡 一道解不開的謎題隱藏在我和你未完成的作品
"
11, 憂愁,"作詞：周佳祐、小安作曲：小安又擱睏袂去 猶原擱想到你親像你佇我的身邊情願不識你 乎兩人的代誌 隨一切漸漸的過去想著當初時 你牽著我的手 講永遠袂放袂記就是放袂去 來呼你留佇阮的心每日相見 為你傷害自己若不是為著你 我哪會這麼憂愁來乎人看不起 來為你睏袂去若不是因為你 我早就放咧乎去因為你不值我 將燒酒飲落去我想不開 我愛著你又擱睏袂去 猶原擱想到你親像你佇我的身邊情願不識你 乎兩人的代誌 隨一切漸漸的過去想著當初時 你牽著我的手 講永遠袂放袂記就是放袂去 來呼你留佇阮的心更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 每日相見 為你傷害自己若不是為著你 我哪會這麼憂愁來乎人看不起 來為你睏袂去若不是因為你 我早就放咧乎去因為你不值我 將燒酒飲落去若不是為著你 我哪會這麼憂愁來乎人看不起 來為你睏袂去若不是因為你 我早就放咧乎去因為你不值我 將燒酒飲落去我想不開 我愛著你我想不開 我愛著你[00:00.00][00:03.00]小 安 - 憂愁[00:20.00][00:22.00]又擱睏昧去 猶原擱想到你[00:27.00]親像你在我的身邊[00:31.00][00:33.00]情願不識你 呼兩人的代誌[00:38.00]隨一切漸漸的過去[00:41.50][00:43.50]想起當出時 你牽著我的手[00:48.50]講永遠昧放未記[00:51.00][00:53.00]就是放未去 來呼你留在阮的心[00:56.00][00:58.00]每日相見 為你傷害自己[01:01.50][01:03.50]若不是為了你 我哪會這麼憂愁[01:09.00]來呼人看不起 來為你睏袂去[01:12.00][01:14.00]若不是因為你 我早就放咧呼去[01:19.00]因為你不值我 將燒酒飲下去[01:23.00][01:25.00]我想不開[01:28.00][01:30.00]我愛上你[01:33.00][01:35.00]*** 間奏 ***[01:51.00][01:53.50]又擱睏昧去 猶原擱想到你[01:58.50]親像你在我的身邊[02:02.00][02:04.00]情願不識你 呼兩人的代誌[02:08.50]隨一切漸漸的過去[02:12.50][02:14.50]想起當出時 你牽著我的手[02:19.00]講永遠昧放未記[02:21.50][02:23.50]就是放未去 來呼你留在阮的心[02:28.50]每日相見 為你傷害自己[02:32.00][02:34.00]若不是為了你 我哪會這麼憂愁[02:39.00]來呼人看不起 來為你睏袂去[02:43.00][02:45.00]若不是因為你 我早就放咧呼去[02:49.50]因為你不值我 將燒酒飲下去[02:52.50][02:54.50]若不是為了你 我哪會這麼憂愁[03:00.00]來呼人看不起 來為你睏袂去[03:04.00][03:06.00]若不是因為你 我早就放咧呼去[03:11.00]因為你不值我 將燒酒飲下去[03:16.00]我想不開[03:21.50]我愛上你[03:25.50][03:42.50]--- END --- 感謝 morfeee  提供動態歌詞
"
12, 沒用的傘,"作詞：陳珊妮作曲：陳珊妮明知道這是一場下不完的雨你的傘也沒有用我的臉濕了 弄髒你的雨一開始就該確定天氣不會好轉你的預報都是真的 是我不輕易躲雨你說我傻我真的傻你說我蠢也蠢出火花你說我笨我笨得想等你來 被你打發你說我傻我真的傻你說我蠢也蠢得瘋狂你說我笨我笨得奉上所有牽掛明知道這是一場下不完的雨你的傘也沒有用我的心涼了 冷落了你一開始就該確定我們不會好轉天氣預報都是真的更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 是我太喜歡淋雨你說我傻我真的傻你說我蠢也蠢出火花你說我笨我笨得想等你來 被你打發你說我傻我真的傻你說我蠢也蠢得瘋狂你說我笨我笨得奉上所有牽掛你說我傻我真的傻你說我蠢也蠢出火花你說我笨我笨得想等你來 被你打發你說我傻我真的傻你說我蠢也蠢得瘋狂你說我笨我笨得奉上所有牽掛明知道這是一場下不完的雨你來了也沒有用你來了也沒有用你來了也沒有用
"
13, 越反越愛,"作詞：姚若龍作曲：鄭楠被驅逐的天堂 墜落的太陽被踐踏的夢想 不屑求原諒我的倔強 死命保護你的倔強衝破了圍牆誰膚淺的叫嚷 痛批太荒唐我同情他從未 被真愛看上不怕對抗 警告只讓我更渴望狂舞著翅膀讓他們 讓他們 排山倒海封鎖和破壞看著你 看著我 攀過懸崖越被反對越愛讓他們 讓他們 自認關懷不承認迫害更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 看著你 看著我 親吻未來越反對越愛為你受的冤枉 都不算瘋狂只有你的善良 能讓我悲傷別再凝望 用那樣的心疼眼光我必須頑強讓他們 讓他們 排山倒海封鎖和破壞看著你 看著我 攀過懸崖越被反對越愛讓他們 讓他們 自認關懷不承認迫害看著你 看著我 親吻未來越反對越愛看著你 看著我 親吻未來
"
14, 就在今夜,"作詞：邱晨作曲：邱晨就在今夜我要悄悄離去因為你曾說過你對我感覺不再溫柔就在今夜我要說一句話也許你不相信 但是我願意記得這句話這句話就是我想你雖然你已經不愛我就在今夜我要離去就在今夜一樣想你雖然心中難過但面對你的溫柔只能淺淺留下一句 我想你就在今夜我要離去就在今夜一樣想你雖然心中難過 但面對你的溫柔只能淺淺留下一句 我想你就在今夜我要悄悄離去因為你曾說過 你對我感覺不再溫柔就在今夜我要說一句話也許你不相信 但是我願意記得這句話這句話就是我想你雖然你已經不愛我更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 就在今夜我要離去就在今夜一樣想你雖然心中難過但面對你的溫柔只能淺淺留下一句 我想你就在今夜我要離去就在今夜一樣想你雖然心中難過 但面對你的溫柔只能淺淺留下一句 我想你就在今夜我要離去就在今夜一樣想你雖然心中難過 但面對你的溫柔只能淺淺留下一句 我想 我想 Na...想你 想你 想你 想你Na...想你 想你 想你 想你Na...想你 想你 想你 想你Na...想你 想你 想你 想你Na...想你 想你 想你 想你Na...想你 想你 想你 想你想你 想你 想你 想你
"
15, 腐星,"作詞：陳信延作曲：Skot  Suyama 陶山純音樂
"
16,,
17, Runaway Mama,"作詞：陳信延作曲：Skot  Suyama 陶山她惺忪著眼袋 幫寶貝 穿好制服時候到去陽台 幫老公 曬 四角內褲一邊預錄選秀節目一邊逛逛臉書熬過發霉的下午她注視著火爐 忽然間 夢 歷歷在目從前有位少女 她快樂 在漫舞Runaway runaway runaway義無反顧 yeah打翻了醬醋 丟抹布 她要爬出墳墓遠處漫天華麗雲朵 在飄浮 yeahRunaway runaway她跳出新的旅途她毅然放下屠刀 不當誰 萬能的師奶脫下了圍裙 為自己 綁上了芭蕾舞鞋帶更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 她的舞步自成一派 她 管他如何冷眼看待只為了自己而旋轉 喔他終於要 跟她攤牌 嘿 最好給我回來這 地獄廚房 別 妄想舞台 嘿 嘿 喔她迎著 暴烈的風雨 在漫舞Runaway runaway runaway義無反顧一個人摸黑 忍著淚 她要穿越迷霧天邊星宿就像夢想 在飛舞 yeahRunaway runaway runawayrunaway runaway 不再害怕Runaway runaway runaway 義無反顧她終於找回 她是誰 繼續這場演出遠處太多良辰美景 要追逐 yeahRunaway runaway 你為了誰 趕路
"
18, 不換,"作詞：藍小邪作曲：王浩光 要眼睛 流的汗 來交換風 覬覦那雙 折不斷 的臂彎溫暖 要胸口夠寬 才肯留下來 做個伴是要我多慷慨 才對我寵愛但心花的燦爛 約好了不換青春 只有用遺憾 才能夠證明 不遺憾更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 愛 總要被愛 才可以好像 不悲哀非要我多明白 才給我未來我血裡的澎湃 約好了不換我願獻出自己 只願留下自我這世界多爽快 什麼都能換可惜我的痛快 什麼都不換
"
19, 慢一點,"作詞：施人誠作曲：宋念宇花如果一夜之間 開成花園麥如果兩天釀成 十二年是很方便 但我們 又不是 沒時間要這麼方便 人幹嘛 要活這 幾十年別急著抵達終點 過程才是關鍵是那些瑣碎細節 才最值得紀念就讓我們慢一點光陰已經似箭 多危險就請明天慢一點每天度日如年 多新鮮夢如果上網下載 就能實現愛如果按下按鍵 就永遠更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 是很方便 但這樣 會不會 太可憐要這麼隨便 把人生 弄得像 一碗泡麵別急著跳到結尾 錯過美好迂迴沒無關痛癢情節 結局就不珍貴就讓我們慢一點光陰已經似箭 多危險就請明天慢一點每天度日如年 多新鮮慢一點 慢一點 留時間 給時間慢一點 慢一點 叫明天 等幾天慢一點 慢一點 陪時間 盪鞦韆慢一點 慢一點 約從前 明天見
"
20, 口的形狀,"作詞：林宥嘉作曲：林宥嘉根本不用說 我也能聽懂讓喧譁 淹沒我才開始動作 就準確形容對或錯 拚命閃爍給我一個出口 不能更多不用再給我更多線索 拼湊我我這麼貼近一個出口 沒有理由別讓我停留 別再偷偷拉 住 我重複的街燈 淋溼的路人天亮前 不用問被蹉跎的人 你還能不能更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 不在乎 旁觀的神給我一個出口 不能更多不用再給我更多線索 拼湊我我這麼貼近一個出口 沒有理由別讓我停留 其實你害怕著我給我一個出口 不能更多不用再給我更多線索 別教我怎麼做我這麼貼近一個出口 沒有理由沒救的世界太愛做夢 別回頭跟著我貼近一個出口 從今以後不會再停留 踏進了新的宇宙
"
21, 早開的晚霞,"作詞：陳信延作曲：李偲菘天要黑了嗎　要告別了嗎　能不能多留一下　別管那晚霞反正我比你更熟悉那黑暗　沒有你陪　我也得回家你不捨得嗎　你會想念嗎　如果想到我會哭　你會心疼嗎有誰來教我　忘記你的方法　你的笑啊　和你的淚啊　還有血紅的晚霞所謂的寬容堅強我做不到啊　往後的寂寞年華怎麼去消化我沒有給你翅膀　你為什麼要飛翔剩我　一個人　聽他們勸我　你在　天堂不安的手掌　撒嬌的模樣　你像個天使一樣　那麼會歌唱奇怪我最近　關於你的印象　你的笑啊　和你的淚啊　都好像還沒長大更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 所謂的寬容堅強我做不到啊　往後的寂寞年華怎麼去消化我沒有給你翅膀　你為什麼要飛翔　剩我　一個人　在回憶蹣跚天會亮　也會暗　心會跳　會死亡　那時候　的晚霞　才能算　開得　正好晚謝的我的黑髮在哪裡落下　早開的你的夕陽美得不像話好端端在我搖籃　流浪到什麼天堂　若我　想抱你　要怎麼到達所謂的寬容堅強我做不到啊　往後的寂寞年華怎麼去消化我沒有給你翅膀　你為什麼要飛翔剩我　一個人　聽他們勸我　你在　天堂
"
22, 勉強幸福,"作詞：林夕作曲：鄭楠感謝你記得我的生日卻好像忘了為誰慶祝那些唱片他可能喜歡你是否送錯禮物你問我要多少支蠟燭還想要什麼樣的祝福這蛋糕那麼甜你一定做得很辛苦我就是愛你傻乎乎 誰在乎因為我們一樣的糊塗介意不來 只有配合演出所以我只能笑 不能哭難得你不覺得屈辱陪我一起 品嚐這勉強的幸福更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 享受著他鍾情的音樂欣賞著你一臉的滿足你說我神情有點恍忽我說聽得太投入在這終身難忘的生日不知道誰更銘心刻骨我還真捨不得結束這浪漫的錯誤你只是愛得傻乎乎 誰在乎因為我們一樣的糊塗介意不來 只有配合演出不管多勉強只能笑 不能哭難得你還沒弄清楚陪我一起 品嚐這勉強的幸福
"
23, 神秘嘉賓,"作詞：陳信延作曲：鄭楠妳按了我的門鈴 我終於 從呵欠中甦醒緊張兮兮 對妳說一句 歡迎光臨全場觀眾都離席 剩下我 還在原地尋覓耳邊聽著 謝幕的歌曲 走不出去誰闖進我的場地 誰讓我措手不及我早就預備的劇情 妳卻給我一筆狡猾地 致命地正中我紅心我跟誰變得親密 誰逐漸離我遠去華麗演出共襄盛舉 唯有妳的背影更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 友情客串卻留下刻骨銘心的回憶全場觀眾都離席 剩下我 還在原地尋覓耳邊聽著 謝幕的歌曲 走不出去誰闖進我的場地 誰讓我措手不及我早就預備的劇情 妳卻給我一筆狡猾地 致命地正中我紅心我跟誰變得親密 誰逐漸離我遠去華麗演出共襄盛舉 唯有妳的背影友情客串卻留下刻骨銘心的回憶
"
24, 船,"作詞：許含光、林宥嘉作曲：徐秉龍搖晃在 無垠的星海分不清 是水或天上夜空他 問我要去哪不回答 我知道方向曾有過一個地方 蒲公英開落拎著你的翅膀 而我待你降落如果你還聽見我 漫長的傾訴是我為你擁抱的海洋別告訴我 你要去哪因為永遠 我會知道你方向幾片浮雲 整夜星空 指引你我 唯一的遠方更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 抬頭望 繁星在落下我渴望 你在我身旁我知道一個地方 蒲公英開落成為你的翅膀 而我隨你降落如果你還聽見我 漫長的傾訴是我為你擁抱的海洋別告訴我 你要去哪因為永遠 我會知道你方向幾片浮雲 整夜星空 指引你我 唯一的遠方帶你前往 等你仰望 整夜星空 是為你閃亮這船是我 最深願望這片星空 是你的模樣
"
25, 天天想你,"作詞：陳樂融作曲：陳志遠當我佇立在窗前你愈走愈遠我的每一次心跳你是否聽見當我徘徊在深夜你在我心田你的每一句誓言迴盪在耳邊隱隱約約 閃動的雙眼藏著你的羞怯加深我的思念兩顆心的交界你一定會看見只要你願意走向前天天想你 天天問自己到什麼時候才能告訴你天天想你 天天守住一顆心把我最好的愛留給你更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 隱隱約約 閃動的雙眼藏著你的羞怯加深我的思念兩顆心的交界你一定會看見只要你願意走向前天天想你 天天問自己到什麼時候才能告訴你天天想你 天天守住一顆心把我最好的愛都給妳天天想你 天天守住一顆心把我最好的愛留給你
"
26, 週末夜驚魂,"作詞：陳信延作曲：楊子樸我走在像地獄的月台 耳邊汗毛有風吹過來我知道你在七步之外 埋伏著 準備要 追過來我逃回十五坪的凶宅 聽著像安魂曲的鐘擺我躲進被窩臉色發白 等待著 午夜後 你到來可不可以請你好心放過我 不要殺我可不可以請你好心放過我 不要搞我好不容易撐過了 忙碌一週一不小心又來到 恐怖週末我不知道這時候 有什麼事情 能夠填充你終於趁十二點到來 勒住我脖子哭不出來七天內總有一天會來 緊隨著 像咒怨 不能甩親朋好友都置身事外 沒有我的世界更精彩拜託誰賜我一句關懷 好讓我 再投胎 活過來可不可以請你好心放過我 不要殺我更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 可不可以請你好心放過我 不要搞我不要這樣放任噩夢去行兇不要這樣再次中寂寞陰謀不要這樣虐待我 我又沒有 做錯過什麼我 無力抵抗 你的暴力是張溫床喔 要怎樣 才能逃離 逃離你的魔掌 難道要我就範可不可以請你好心放過我 不要殺我可不可以請你好心放過我 不要搞我好不容易撐過了 忙碌一週一不小心又來到 恐怖週末我不知道這時候 有什麼事情 能夠填充不要這樣虐待我 我又沒有 做錯過什麼[00:00.00]林宥嘉-週末夜驚魂[00:03.11]作詞：陳信延 作曲：楊子樸[00:05.85]我走在像地獄的月台[00:10.20]耳邊汗毛有風吹過來[00:15.40]我知道你在七步之外[00:19.05]埋伏著準備要追過來[00:24.54]我逃回十五坪的凶宅[00:29.38]聽著像安魂曲的鐘擺[00:34.23]我躲進被窩臉色發白[00:38.31]等待著午夜後你到來[00:42.74]可不可以請你好心放過我[00:45.24]不要殺我[00:47.64]可不可以請你好心放過我[00:49.83]不要搞我[00:52.32]好不容易撐過了忙碌一週[00:54.84]一不小心又來到恐怖週末[00:57.28]我不知道這時候[00:58.51]有什麼事情能夠填充[01:01.81][01:13.04]你終於趁十二點到來[01:17.47]勒住我脖子哭不出來[01:22.07]七天內總有一天會來[01:26.20]緊隨著像咒怨不能甩[01:31.96]親朋好友都置身事外[01:36.91]沒有我的世界更精彩[01:41.08]拜託誰賜我一句關懷[01:45.43]好讓我再投胎活過來[01:49.79]可不可以請你好心放過我[01:52.29]不要殺我[01:54.65]可不可以請你好心放過我[01:56.98]不要搞我[01:59.41]不要這樣放任噩夢去行兇[02:02.27]不要這樣再次中寂寞陰謀[02:04.53]不要這樣虐待我[02:05.73]我又沒有做錯過什麼[02:08.93][02:29.33]我 無力抵抗[02:33.13]你的暴力是張溫床[02:38.65]喔 要怎樣[02:42.63]才能逃離 逃離你的魔掌[02:50.75]難道要我就範[02:56.49]可不可以請你好心放過我[02:58.69]不要殺我[03:01.05]可不可以請你好心放過我[03:03.40]不要搞我[03:05.77]好不容易撐過了忙碌一週[03:08.09]一不小心又來到恐怖週末[03:10.69]我不知道這時候[03:12.08]有什麼事情 能夠填充[03:15.48]不要這樣虐待我[03:16.90]我又沒有做錯過什麼[03:20.52]微博:weibo.com/shebeyonds
"
