,Name,Lyric
10, 我有多麼喜歡你,"feat. 林宥嘉作詞：林宥嘉作曲：蕭敬騰/林宥嘉編曲：蕭敬騰製作人：蕭敬騰奔跑忘了疲倦和目標什麼才是真正想要幻想無數夢想和理想模糊往日少年模樣還是聽見在我心中的遠方金黃色的土壤歌聲隨風翻越飄蕩落單的旋律為誰盼望若經過你身旁你是否能與我合唱Ye ye ye我有多麼地喜歡 活在你心上一定是你也喜歡 放我在心上就讓時間催促著 道別 散場哪怕 終究 回到 各自的匆忙奔跑忘了疲倦和目標什麼才是真正想要當我聽見在我心中的遠方更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 卻來到你身旁忘不了你炙熱⽬光Ye ye ye我有多麼地喜歡 活在你心上你是不是也喜歡 放我在心上可惜時光催促著 得追逐 得成長不再激動心跳誰漸漸 遺忘抬頭仰望 夜空黑暗中星星在閃爍那是光芒 或寂寞 或寂寞我還那麼地喜歡 活在你心上偶爾也會想像你 也念念不忘時光飛逝到此刻 不再 迷惘那所謂的遠方是有你的地方--------------------------------------------音樂統籌：阿火鋼琴：蕭敬騰錄音師：劉品賢/葉育軒錄音：Jam Studio/ⓑ金錄音混音師：Leonard Fong混音：Horus Studios單曲後期處理製作人：阿火單曲後期處理：Leonard Fong＠Horus Studios
"
11, 全是愛,"作詞：吳青峰作曲：吳青峰那閃爍的星 獨自在夜空中熱鬧著我知道是因為 眼前無盡的黑那明亮的月 總是在寂寞中凝望著我知道看不見 沒有光的世界讓我緊緊依偎 你心中黑暗的那一面看見你的期待 也看見你的無奈那一刻 我才明白擁抱你的燦爛 更擁抱你的腐爛說穿了 全都是愛 都是愛你害怕的心 獨自在回憶中沸騰著我知道是因為 太多悲傷情節你不安的夢 總是在沉睡中喧嘩著我知道每一天 都想逃離黑夜讓我細細安慰 你不願面對的那一面更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 看見你的期待 也看見你的無奈那一刻 我才明白擁抱你的燦爛 更擁抱你的腐爛說穿了 全都是愛 都是愛我明白 過去太多傷害 現在太多牽絆 讓我 帶你走向未來看見你的期待 也看見你的無奈那一刻 我才明白擁抱你的燦爛 更擁抱你的腐爛說穿了 全都是愛擁抱你的燦爛 更擁抱你的腐爛說穿了 全都是愛 都是愛 都是愛 都是愛我堅定的心就在你的身邊圍繞著等你把心打開 看見我的愛[00:00.02]全是愛[00:02.75][00:05.10]作詞：吳青峰[00:10.02]作曲：吳青峰[00:12.82][00:14.68]那閃爍的星 獨自在夜空中熱鬧著[00:20.73]我知道是因為 眼前無盡的黑[00:28.25]那明亮的月 總是在寂寞中凝望著[00:34.27]我知道看不見 沒有光的世界[00:40.77]讓我緊緊依偎 你心中黑暗的那一面[00:54.38][00:54.46]看見你的期待 也看見你的無奈[01:01.38]那一刻 我才明白[01:08.03]擁抱你的燦爛 更擁抱你的腐爛[01:14.76]說穿了 全都是愛 都是愛[01:28.48][01:35.83][01:38.95]你害怕的心 獨自在回憶中沸騰著[01:45.08]我知道是因為 太多悲傷情節[01:52.57]你不安的夢 總是在沉睡中喧嘩著[01:58.55]我知道每一天 都想逃離黑夜[02:05.26]讓我細細安慰 你不願面對的那一面[02:22.85][02:30.75][02:32.18]看見你的期待 也看見你的無奈[02:39.25]那一刻 我才明白[02:46.01]擁抱你的燦爛 更擁抱你的腐爛[02:52.66]說穿了 全都是愛 都是愛[03:05.98]我明白 過 去 太多傷害 現 在 太多牽絆[03:13.83]讓 我 帶你走向未來[03:19.68][03:20.00]看見你的期待 也看見你的無奈[03:26.58]那一刻 我才明白[03:33.33]擁抱你的燦爛 更擁抱你的腐爛[03:40.04]說穿了 全都是愛[03:46.92]擁抱你的燦爛 更擁抱你的腐爛[03:53.43]說穿了 全都是愛 都是愛 都是愛 都是愛[04:11.25]year ~ 都是愛[04:18.94][04:24.80]我堅定的心就在你的身邊圍繞著[04:30.83]等你把心打開 看見我的愛[04:40.53][04:42.51] 感謝 Shian Lun iZ  提供動態歌詞
"
12, 讓我為你唱情歌,"作詞：阿火作曲：阿火印象中你帽子遮臉在教室裡面 不發一語過每一天眼神中有點落寞 有點藏著什麼我問你搖頭 眼光卻閃爍 遙控我感受眼前的人帽子遮臉轉角咖啡店 戴耳機隔絕了世界我遞上一杯咖啡 你笑著說謝謝我知道是你 溫暖了空氣 我又遇見你這次就 讓我為你唱情歌讓我對你說愛你請你相信我的真心別再害怕 天塌了我會扛下最真實的童話 就差你給我抱一下你有一種孤單的美像琥珀裡面 透明卻封住了從前過去我愛的純粹 如今愛的沉醉我知道是你 折射了美麗 讓我遇見你這次就 讓我為你唱情歌更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 讓我對你說愛你請你相信我的真心別再害怕 天塌了我會扛下最真實的童話 就差你給我抱一下讓我為你唱情歌 讓我對你說愛你請你相信我的真心別再害怕 天塌了我會扛下最真實的童話 就差你給我抱一下就讓我為你唱情歌 讓我對你說愛你請你相信我的真心別再害怕 天塌了我會扛下最真實的童話 就差你給我抱一下(讓我為你唱情歌 讓我為你唱情歌~~)(讓我對你說愛你 讓我對你說愛你~~)(讓我為你唱情歌 讓我為你唱情歌~~)(讓我對你說愛你 )(讓我對你說)[00:00.06]讓我為你唱情歌[00:02.43][00:07.40]作詞：阿火[00:11.75]作曲：阿火[00:17.41][00:25.25][00:29.04]印象中你帽子遮臉[00:32.53]在教室裡面 不發一語過每一天[00:38.61]眼神中有點落寞 有點藏著什麼[00:44.95]我問你搖頭 眼光卻閃爍 遙控我感受[00:51.40]眼前的人帽子遮臉[00:54.89]轉角咖啡店 戴耳機隔絕了世界[01:01.10]我遞上一杯咖啡 你笑著說謝謝[01:07.43]我知道是你 溫暖了空氣 我又遇見你[01:12.45]這次就 讓我為你唱情歌[01:17.49]讓我對你說愛你[01:20.71]請你相信我的真心[01:24.68]別再害怕 天塌了我會扛下[01:29.64]最真實的童話 就差你給我抱一下[01:40.75][01:47.62]你有一種孤單的美[01:51.13]像琥珀裡面 透明卻封住了從前[01:57.45]過去我愛的純粹 如今愛的沉醉[02:03.58]我知道是你 折射了美麗 讓我遇見你[02:08.49]這次就 讓我為你唱情歌[02:13.65]讓我對你說愛你[02:17.02]請你相信我的真心[02:20.86]別再害怕 天塌了我會扛下[02:25.78]最真實的童話 就差你給我抱一下[02:33.29]讓我為你唱情歌 讓我對你說愛你[02:39.39]請你相信我的真心[02:43.22]別再害怕 天塌了我會扛下[02:48.20]最真實的童話 就差你給我抱一下[02:58.26][03:04.05][03:18.15]就讓我為你唱情歌 讓我對你說愛你[03:25.72]請你相信我的真心[03:29.54]別再害怕 天塌了我會扛下[03:34.49]最真實的童話 就差你給我抱一下[03:41.00](讓我為你唱情歌 讓我為你唱情歌~~)[03:46.37](讓我對你說愛你 讓我對你說愛你~~)[03:52.12](讓我為你唱情歌 讓我為你唱情歌~~)[03:57.66](讓我對你說愛你 )[04:00.14](讓我對你說) 感謝 Shian Lun  提供動態歌詞
"
13, 斗羅大陸,"作詞：曹德智作曲：吳力勻編曲：吳力勻衝破十九層鬼見愁阻擋在斗羅大陸重見明媚陽光半山腰上 你遙不可望綻放紫色光芒覺醒平凡的草不被欣賞在斗羅大陸暗自許下願望用左手的錘 護右手的草雙生相伴才是真正命相一路追尋著你十萬年成長化作漫天星光 為你相思斷腸這一生是戰是鬥是瘋狂是守護你的每個模樣黑色藍色覺醒與否我都是王這一路黑暗全被雲霧釋放這一世諾言從不曾忘天地色變海一樣猖狂高高在上令眾神都要仰望告別的淚水將過去埋葬在斗羅大陸重建唐門信仰鬼影迷蹤 你東奔西闖燃燒玄天力量更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 破舊的木屋絕不是荒唐在斗羅大陸創造奇蹟輝煌七怪為一體 生長出希望那不拋棄不放棄多難忘一路追尋著你十萬年成長化作漫天星光 為你相思斷腸這一生是戰是鬥是瘋狂是守護你的每個模樣黑色藍色覺醒與否我都是王這一路黑暗全被雲霧釋放這一世諾言從不曾忘天地色變海一樣猖狂高高在上令眾神都要抬起頭仰望這一生是戰是鬥瘋狂是守護你的每個模樣黑色藍色覺醒與否我都是王這一路黑暗全被雲霧釋放這一世諾言從不曾忘天地色變海一樣猖狂高高在上眾神都要抬頭仰望無敵傳說在斗羅大陸上
"
14, 誰是英雄,"蒼天英雄誌'遊戲主題曲作詞：鄒強(獅子合唱團)作曲：鄒強(獅子合唱團)編曲：鄒強(獅子合唱團)、劉品賢手中揮舞 三尺的冷漠心中長情 誰能斷流我已飲下天地的寂寞不談無稽的青梅煮酒不為千古只想守護你的夢霸道的進攻戰無雙 破長空我為你而放縱不論英雄瘋癲如我冷眼這無情的天空孤獨 顫抖不論誰是英雄誰才是英雄口中吞吐 三千的傷痛眼中墜落 萬紫千紅我既飲下天地的寂寞就無法再憐憫那許多更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 不畏風雲馳騁那脫韁的夢霸道的進攻戰無雙 破長空我為你而放縱不論英雄瘋癲如我冷眼這亂世的天空孤獨 顫抖沒有誰是英雄我既飲下天地的寂寞就無法再憐憫那許多千古風流依舊守護你的夢霸道的進攻戰無雙 破長空我為你而放縱不論英雄瘋癲如我淚灑這無情的天空孤獨 顫抖沒有誰是英雄沒有誰是英雄啊~
"
15, 請記住我(蕭敬騰演唱版),"中文版作詞：陳少琪作詞：Kristen Anderson - Lopez , Robert Lopez作曲：Kristen Anderson - Lopez , Robert Lopez請記住我　雖然再見必須說請記住我　眼淚不要墜落我雖然要離你遠去　你住在我心底在每個分離的夜裡　為你唱一首歌請記住我　雖然我要去遠方請記住我　當聽見吉他的悲傷這就是我跟你在一起　唯一的憑據直到我再次擁抱你請記住我你閉上眼睛音樂就會響起不停的愛　愛就永不會流逝你閉上眼睛音樂就會響起要不停的愛請記住我　雖然再見必須說請記住我　眼淚不要墜落我雖然要離你遠去　你住在我心底在每個分離的夜裡　為你唱一首歌請記住我　我即將會消失請記住我　我們的愛不會消失我用我的辦法　跟你一起不離不棄直到我再次擁抱你更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 請記住我你閉上眼睛音樂就會響起不停的愛　愛就永不會流逝(請記住我)你閉上眼睛音樂就會響起不停的愛　愛就永不會流逝你閉上眼睛音樂就會響起不停的愛　愛就永不會流逝你閉上眼睛音樂就會響起要不停的愛請記住我　雖然我要去遠方請記住我　當聽見吉他的悲傷這就是我跟你在一起　唯一的憑據直到我再次擁抱你請記住我你閉上眼睛音樂就會響起不停的愛　愛就永不會流逝(請記住我)你閉上眼睛音樂就會響起不停的愛　愛就永不會流逝你閉上眼睛音樂就會響起不停的愛　愛就永不會流逝你閉上眼睛音樂就會響起要不停的愛請記住我 感謝 安琪  修正歌詞
"
16, 河,"網路劇 河神 主題曲作詞：鄒強作曲：吳力勻心中有怨說怨 點煙告慰傷悲求生靈免於難 神人共憤命中無極注定 卻不信宿命背負河流的人 逆天辯冤我驅散 所有的迷惘戰敗那 無情的驕狂我不再讓世界跟著瘋再跟著瘋我看清 所有的虛謊挑釁著 無知的暗瘡我不再讓世界跟著瘋再跟著瘋癲 no入甕水我敢淌 燎原火我願踏將要潰堤的夢 驚覺希望命中無極注定 卻不信宿命背負河流的人 逆天辯冤更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 我驅散 所有的迷惘戰敗那 無情的驕狂我不再讓世界跟著瘋再跟著瘋我看清 所有的虛謊挑釁著 無知的暗瘡我不再讓世界跟著瘋再跟著瘋癲 no我拋開 所有的慌張抵擋著 傷害你的傷我不再讓你害怕寂寞不再寂寞我炸開 所有的虛謊挑釁著 邪惡的驕狂我不再讓世界跟著瘋再跟著瘋癲 no[00:00.50]河[00:02.50]蕭敬騰[00:04.50]網路劇河神主題曲[00:07.50]作詞：鄒強[00:09.50]作曲：吳力勻[00:25.50][00:27.50]心中有怨說怨 點煙告慰傷悲[00:35.50]求生靈免於難 神人共憤[00:43.50]命中無極注定 卻不信宿命[00:52.50]背負河流的人 逆天辯冤[00:58.50][00:59.50]我驅散 所有的迷惘[01:03.50]戰敗那 無情的驕狂[01:08.50]我不再讓世界跟著瘋[01:14.50]再跟著瘋[01:15.50]我看清 所有的虛謊[01:18.50]挑釁著 無知的暗瘡[01:23.50]我不再讓世界跟著瘋[01:29.50]再跟著瘋癲 no[01:37.50][01:48.50]入甕水我敢淌 燎原火我願踏[01:57.50]將要潰堤的夢 驚覺希望[02:05.50]命中無極注定 卻不信宿命[02:13.50]背負河流的人 逆天辯冤[02:19.50][02:20.50]我驅散 所有的迷惘[02:24.50]戰敗那 無情的驕狂[02:29.50]我不再讓世界跟著瘋[02:35.50]再跟著瘋[02:36.50]我看清 所有的虛謊[02:41.50]挑釁著 無知的暗瘡[02:45.50]我不再讓世界跟著瘋[02:51.50]再跟著瘋癲 no[02:57.50][03:09.50]我拋開 所有的慌張[03:13.50]抵擋著 傷害你的傷[03:18.50]我不再讓你害怕寂寞[03:24.50]不再寂寞[03:25.50]我炸開 所有的虛謊[03:29.50]挑釁著 邪惡的驕狂[03:34.50]我不再讓世界跟著瘋[03:40.50]再跟著瘋癲 no[03:47.81] 感謝 云少  提供動態歌詞
"
17, 無痛的痛苦,"電影 封神傳奇 主題曲作詞：Tiffany C作曲：John Debney用一天為你銘心刻骨用下一秒去瞑目說什麼一見如故忘記比起回憶 更舒服享受 無愛的幸福忍受 無痛的痛苦該滿足 才想起了情為何物淚已忘了為誰哭來不及愛到粉身碎骨還沒中毒就麻木想要執迷已覺悟更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 天大的愛投入 到塵土享受 無愛的幸福忍受 無痛的痛苦該滿足 才想起了情為何物淚忘了為誰哭來時路 都成陌路何來 資格投訴享受 無愛的幸福忍受 無痛的痛苦該滿足 才想起了情為何物淚水忘了為誰哭
"
18, 千言萬語,"鄧麗君《千言萬語》作詞：爾英作曲：古月不知道為了什麼憂愁它圍繞著我我每天都在祈禱快趕走愛的寂寞那天起　你對我說永遠的愛著我千言和萬語隨浮雲掠過不知道為了什麼憂愁它圍繞著我我每天都在祈禱快趕走愛的寂寞更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 不知道為了什麼憂愁它圍繞著我我每天都在祈禱快趕走愛的寂寞那天起　你對我說永遠的愛著我千言和萬語隨浮雲掠過不知道為了什麼憂愁它圍繞著我我每天都在祈禱快趕走愛的寂寞
"
19, 被遺忘的時光,"蔡琴《被遺忘的時光》1979作詞：陳宏銘作曲：陳宏銘是誰在敲打我窗是誰在撩動琴弦那一段被遺忘的時光漸漸地迴昇出我心坎是誰在敲打我窗更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 是誰在撩動琴弦記憶中那歡樂的情景慢慢的浮現在我的腦海那緩緩飄落的小雨不停的打在我窗只有那沈默不語的我不時的回想過去
"
